n,ann_ret,ann_vol,sharpe,max_dd,win,ann_alpha,t_alpha,beta,predictor,smooth_N,hold_K,cost_rt,avg_daily_turn,ann_turn
4663,0.1534940523373415,0.12842695313481103,1.1951856568318437,-0.3577710057860678,0.34312674244048896,0.10057529082836522,4.097366872436828,0.4338373600143881,D100,1,10,0.0,0.04717992708556723,11.889341625562942
4663,0.1356600398989971,0.1284654260063856,1.0560042815897712,-0.3748784463552254,0.34248337979841303,0.08265938298694481,3.321384866803792,0.4345087530034657,D100,1,10,0.003,0.04717992708556723,11.889341625562942
4663,0.12377069827343416,0.12860125072198322,0.9624377490776355,-0.3860433138751326,0.3405532918721853,0.0707154444259979,2.813970389759667,0.43495634832951746,D100,1,10,0.005,0.04717992708556723,11.889341625562942
4663,0.10593668583508974,0.12896955580491082,0.8214084725184109,-0.4024380864364192,0.3381942955179069,0.052799536584577526,2.0691224793787786,0.43562774131859505,D100,1,10,0.008,0.04717992708556723,11.889341625562942
4663,0.09404734420952679,0.12932407548198394,0.727222242718669,-0.4131372725227658,0.3366931160197298,0.04085559802363062,1.5840943592048122,0.43607533664464676,D100,1,10,0.01,0.04717992708556723,11.889341625562942
4653,0.1283769169324793,0.14001759182888798,0.9168627688538277,-0.47450516473709947,0.33935095637223295,0.06495553236475408,2.050072161348845,0.5240073722473794,D100,1,20,0.0,0.0223511712873415,5.6324951644100585
4653,0.11992817418586421,0.13999082337901933,0.8566859690592982,-0.47924857798913323,0.33870621104663656,0.05649787299978286,1.78242177414168,0.5240810441450523,D100,1,20,0.003,0.0223511712873415,5.6324951644100585
4653,0.11429567902145414,0.14002215241835436,0.8162685478506618,-0.4823909882347983,0.33784655061250807,0.05085943342313535,1.6037626290181968,0.5241301587435009,D100,1,20,0.005,0.0223511712873415,5.6324951644100585
4653,0.10584693627483907,0.14014284202803007,0.7552789335731365,-0.4870749655973917,0.3365570599613153,0.0424017740581641,1.3356674197981169,0.5242038306411737,D100,1,20,0.008,0.0223511712873415,5.6324951644100585
4653,0.100214441110429,0.14027233383408033,0.714427701965568,-0.4901779514114568,0.3359123146357189,0.03676333448151659,1.157001108882616,0.5242529452396224,D100,1,20,0.01,0.0223511712873415,5.6324951644100585
4672,0.2894527917884434,0.1225551206649842,2.3618171988071355,-0.17532954064076267,0.3801369863013699,0.24133863297086725,10.900896195001083,0.40030268338920233,D100,3,1,0.0,0.2786815068493151,70.22773972602741
4672,0.18411118219940226,0.12324175764654514,1.4939026001838551,-0.21436543656361529,0.3722174657534247,0.1358411138323853,5.7786006468530715,0.40159982777540704,D100,3,1,0.003,0.2786815068493151,70.22773972602741
4672,0.11388344247337488,0.1242083525491459,0.9168742692107947,-0.2872441615710708,0.3621575342465753,0.06550943440673063,2.6750360476431556,0.40246459069954327,D100,3,1,0.005,0.2786815068493151,70.22773972602741
4672,0.008541832884333796,0.12639815529453524,0.06757877806388445,-0.49240031732876943,0.3501712328767123,-0.039988084731751264,-1.5350562888190649,0.403761735085748,D100,3,1,0.008,0.2786815068493151,70.22773972602741
4672,-0.06168590684169361,0.12833165914360206,-0.48067567468030314,-0.8273934179437041,0.3420376712328767,-0.11031976415740592,-4.064626637905582,0.4046264980098844,D100,3,1,0.01,0.2786815068493151,70.22773972602741
4668,0.15629533541547275,0.12350457673830122,1.2655023768605207,-0.2891270940994821,0.3511139674378749,0.1072191036814132,4.336252081769755,0.40175440409794316,D100,3,5,0.0,0.09447300771208227,23.80719794344473
4668,0.12058453850030569,0.12347835585525868,0.97656417325199,-0.32239014027497126,0.34897172236503854,0.07154168425227232,2.8238590688066485,0.40148116486308444,D100,3,5,0.003,0.09447300771208227,23.80719794344473
4668,0.09677734055686094,0.12367899440351986,0.7824880936621417,-0.3437224496622171,0.3459725792630677,0.04775673796617844,1.8536792642889333,0.4012990053731785,D100,3,5,0.005,0.09447300771208227,23.80719794344473
4668,0.06106654364169383,0.12430501857567514,0.49126370231397687,-0.37450589765567344,0.3421165381319623,0.012079318537037632,0.45689281919037866,0.4010257661383197,D100,3,5,0.008,0.09447300771208227,23.80719794344473
4668,0.037259345698249104,0.1249365452262134,0.29822615657241325,-0.3942460688208552,0.33911739502999144,-0.011705627749056287,-0.4350256857094373,0.4008436066484138,D100,3,5,0.01,0.09447300771208227,23.80719794344473
4663,0.16512612585775488,0.129299423805083,1.2770832305229771,-0.3088086010167663,0.36907570233755094,0.11177175308334047,4.140661959118565,0.43740857816087003,D100,3,10,0.0,0.04374865966116234,11.02466223461291
4663,0.14858913250583553,0.12932619138398918,1.1489484915290804,-0.33129357174377905,0.36821788548144974,0.09517993644154991,3.4747153403508384,0.43785802918101496,D100,3,10,0.003,0.04374865966116234,11.02466223461291
4663,0.13756447027122262,0.12944589792277075,1.062717880432917,-0.3458937935508697,0.3669311601972979,0.08411872534702286,3.039871504716971,0.4381576631944449,D100,3,10,0.005,0.04374865966116234,11.02466223461291
4663,0.12102747691930325,0.12977768622110356,0.9325753944565441,-0.36722492442450827,0.36500107227107015,0.06752690870523231,2.402113771132516,0.4386071142145898,D100,3,10,0.008,0.04374865966116234,11.02466223461291
4663,0.11000281468469034,0.13009976018010233,0.8455266522583057,-0.38107500261300253,0.3637143469869183,0.05646569761070529,1.9870031122532381,0.4389067482280198,D100,3,10,0.01,0.04374865966116234,11.02466223461291
4653,0.15885328127544152,0.13296612753106604,1.194689837367244,-0.3762060752335,0.35955297657425317,0.10233150392784168,3.596454186593911,0.46700065324243323,D100,3,20,0.0,0.0223511712873415,5.6324951644100585
4653,0.1504045385288265,0.13294290460857588,1.1313468663232757,-0.3818191613962164,0.35933806146572106,0.0938707243897846,3.287154078250253,0.4671001049888244,D100,3,20,0.003,0.0223511712873415,5.6324951644100585
4653,0.1447720433644164,0.13297920349019354,1.0886818356908907,-0.3855377856178399,0.3582634859230604,0.08823020469774655,3.081379249062529,0.4671664061530851,D100,3,20,0.005,0.0223511712873415,5.6324951644100585
4653,0.13632330061780132,0.13311123833506064,1.024130661865345,-0.3910807601136794,0.35697399527186763,0.07976942515968949,2.773685211774222,0.46726585789947644,D100,3,20,0.008,0.0223511712873415,5.6324951644100585
4653,0.1306908054533913,0.13325086632456812,0.9807876605849518,-0.3947528778031748,0.35632924994627124,0.07412890546765144,2.5693882023124113,0.4673321590637372,D100,3,20,0.01,0.0223511712873415,5.6324951644100585
4672,0.26804943256617625,0.11821303292363086,2.267511677323635,-0.17935286075169954,0.3803510273972603,0.22373032150301944,9.577015762427704,0.3687284475089883,D100,5,1,0.0,0.21746575342465754,54.801369863013704
4672,0.1858473777716557,0.11867634431793672,1.5660018754349747,-0.23058090418199106,0.3741438356164384,0.14147246555750825,5.721526024083962,0.3691927048300494,D100,5,1,0.003,0.21746575342465754,54.801369863013704
4672,0.13104600790864201,0.11943398409318264,1.0972254580940688,-0.2706206630645632,0.3657962328767123,0.08663389492716747,3.369354604693474,0.36950220971075654,D100,5,1,0.005,0.21746575342465754,54.801369863013704
4672,0.04884395311412147,0.1212267650966896,0.4029139363338112,-0.3639611908413055,0.3559503424657534,0.004376038981656332,0.1603615780639537,0.3699664670318176,D100,5,1,0.008,0.21746575342465754,54.801369863013704
4672,-0.005957416748892231,0.12284460134396073,-0.0484955519714836,-0.6091858435295074,0.3486729452054795,-0.050462531648684424,-1.7771063867108516,0.370275971912525,D100,5,1,0.01,0.21746575342465754,54.801369863013704
4668,0.15758230059667155,0.12229596884480838,1.2885322556840855,-0.22895974685124876,0.3596829477292202,0.10964070185129361,4.330412427832039,0.3924659199553983,D100,5,5,0.0,0.08547557840616966,21.539845758354755
4668,0.1252725319591394,0.1223002610984184,1.024303062266802,-0.24875911856588628,0.35732647814910024,0.07734893822699568,2.9677255772458078,0.3923185249108506,D100,5,5,0.003,0.08547557840616966,21.539845758354755
4668,0.10373268620078466,0.12250433101335526,0.8467675007300425,-0.273209406148912,0.35475578406169667,0.05582109581079708,2.1000274431086434,0.39222026154781864,D100,5,5,0.005,0.08547557840616966,21.539845758354755
4668,0.07142291756325252,0.12311024735920219,0.5801541227909314,-0.30844396985039557,0.3508997429305913,0.023529332186499115,0.859131048639378,0.39207286650327083,D100,5,5,0.008,0.08547557840616966,21.539845758354755
4668,0.04988307180489776,0.1237117817198825,0.4032200580365641,-0.34508339046954173,0.3485432733504713,0.0020014897703005134,0.07162693120222981,0.3919746031402389,D100,5,5,0.01,0.08547557840616966,21.539845758354755
4663,0.17435352726215086,0.128490719020612,1.356934793354077,-0.30751875184970046,0.3727214239759811,0.12183001321992011,4.678608932580279,0.43059705142371607,D100,5,10,0.0,0.04074630066480806,10.268067767531631
4663,0.15895142561085343,0.12857383498572392,1.236265727225936,-0.3300643117522406,0.3720780613339052,0.10638679147707318,4.020871722067411,0.4309341612020383,D100,5,10,0.003,0.04074630066480806,10.268067767531631
4663,0.1486833578433218,0.12872491849733622,1.155047209032792,-0.34470355115144746,0.37100579026377867,0.0960913103151752,3.5922748895943086,0.4311589010542531,D100,5,10,0.005,0.04074630066480806,10.268067767531631
4663,0.13328125619202436,0.12909438125368825,1.032432665912146,-0.3660912129701377,0.3688612481235256,0.08064808857232832,2.964760903702432,0.43149601083257527,D100,5,10,0.008,0.04074630066480806,10.268067767531631
4663,0.12301318842449273,0.12943528052363454,0.9503837587931125,-0.37997768634013385,0.3675745228393738,0.07035260741043035,2.5569071940332724,0.43172075068479004,D100,5,10,0.01,0.04074630066480806,10.268067767531631
4653,0.1685034137314324,0.1294042642172198,1.3021473036512943,-0.3762060752335,0.35998280679131744,0.11523012194456628,4.194591868249811,0.44016064660956183,D100,5,20,0.0,0.02192134107027724,5.524177949709864
4653,0.1602171468068676,0.12941582118840458,1.2380027830880294,-0.3818191613962164,0.3591231463571889,0.10693776582286077,3.875439000542467,0.4402109574662949,D100,5,20,0.003,0.02192134107027724,5.524177949709864
4653,0.15469296885715775,0.12947571006338154,1.1947643985225627,-0.3855377856178399,0.3582634859230604,0.10140952840839045,3.663252332565146,0.4402444980374503,D100,5,20,0.005,0.02192134107027724,5.524177949709864
4653,0.14640670193259292,0.12964367507823488,1.1293007687744292,-0.3910807601136794,0.35697399527186763,0.09311717228668492,3.346193117963617,0.44029480889418354,D100,5,20,0.008,0.02192134107027724,5.524177949709864
4653,0.1408825239828831,0.12980758229166994,1.0853181416346576,-0.3947528778031748,0.35632924994627124,0.0875889348722146,3.1358297007810356,0.4403283494653389,D100,5,20,0.01,0.02192134107027724,5.524177949709864
4672,0.2528180166874786,0.11694886147470812,2.161782624469193,-0.20168349663940366,0.3852739726027397,0.20970551492038872,8.761422081016955,0.3586896366705967,D100,10,1,0.0,0.14897260273972604,37.541095890410965
4672,0.19650637285186218,0.11711003499252347,1.677963573868008,-0.25423464214577207,0.3820633561643836,0.15332803795936484,6.04918483537972,0.359237358534684,D100,10,1,0.003,0.14897260273972604,37.541095890410965
4672,0.1589652769614512,0.11755763712027269,1.3522326652313925,-0.2985994970300536,0.3743578767123288,0.11574305331868208,4.391401166075163,0.3596025064440754,D100,10,1,0.005,0.14897260273972604,37.541095890410965
4672,0.10265363312583475,0.11873157624506231,0.864585785620814,-0.36100289697254995,0.3685787671232877,0.05936557635765805,2.123259224545587,0.36015022830816257,D100,10,1,0.008,0.14897260273972604,37.541095890410965
4672,0.0651125372354238,0.11984156896252306,0.5433218022686757,-0.3995360526722481,0.364083904109589,0.021780591716975422,0.74900329281731,0.3605153762175541,D100,10,1,0.01,0.14897260273972604,37.541095890410965
4668,0.16626667058936198,0.12320394554014416,1.3495239122450546,-0.34182867600626865,0.36568123393316193,0.11746550855552385,4.290208997792414,0.39950259177264646,D100,10,5,0.0,0.06812339331619537,17.16709511568123
4668,0.1405160279158401,0.12319792107573642,1.1405714210831313,-0.3689924962830894,0.36375321336760924,0.09175070729649755,3.2592480757446927,0.3992091819974069,D100,10,5,0.003,0.06812339331619537,17.16709511568123
4668,0.12334893280015892,0.12335615402806517,0.9999414603352127,-0.3870542641618242,0.36225364181662384,0.07460750645714671,2.601265202869983,0.3990135754805804,D100,10,5,0.005,0.06812339331619537,17.16709511568123
4668,0.09759829012663705,0.12383563345624007,0.7881276770076479,-0.4132142381459194,0.35946872322193657,0.048892705198120494,1.6574044096308043,0.39872016570534075,D100,10,5,0.008,0.06812339331619537,17.16709511568123
4668,0.0804311950109558,0.12431525370409122,0.646993772802869,-0.43005176700390024,0.35732647814910024,0.03174950435876964,1.0562275665769894,0.39852455918851426,D100,10,5,0.01,0.06812339331619537,17.16709511568123
4663,0.18917670790801477,0.12673821943222452,1.4926571381191003,-0.26044837514209473,0.374008149260133,0.1379005200218939,5.066486387550591,0.42037125113638635,D100,10,10,0.0,0.03774394166845379,9.511473300450355
4663,0.17490949795733923,0.12688561446508942,1.378481703341263,-0.2767354116285219,0.37336478661805705,0.12356862908581152,4.457665021927694,0.4209015172868377,D100,10,10,0.003,0.03774394166845379,9.511473300450355
4663,0.16539802465688888,0.12707386504355533,1.301589627420223,-0.2882773739681922,0.3727214239759811,0.11401403512842327,4.062529504339036,0.42125502805380527,D100,10,10,0.005,0.03774394166845379,9.511473300450355
4663,0.15113081470621334,0.12749042450532633,1.185428751160048,-0.3052669829121867,0.37057688183572807,0.09968214419234099,3.4860333484446566,0.4217852942042567,D100,10,10,0.008,0.03774394166845379,9.511473300450355
4663,0.141619341405763,0.1278569064991982,1.1076393546769498,-0.3163813478059706,0.36950461076560154,0.09012755023495277,3.112504335385942,0.4221388049712243,D100,10,10,0.01,0.03774394166845379,9.511473300450355
4653,0.18593121747278452,0.1291298622105624,1.4398777656062267,-0.31098086416478155,0.37244788308618093,0.1324081003930038,4.514137537475082,0.44222478154060113,D100,10,20,0.0,0.02192134107027724,5.524177949709864
4653,0.17764495054821972,0.1291520800086168,1.3754710767055984,-0.31922462391048667,0.37180313776058455,0.1241263002021502,4.203877623858552,0.44218787598562964,D100,10,20,0.003,0.02192134107027724,5.524177949709864
4653,0.17212077259850986,0.12921917819326473,1.3320064018754247,-0.32467239769228406,0.37115839243498816,0.11860510007491447,3.9985279076716918,0.4421632722823152,D100,10,20,0.005,0.02192134107027724,5.524177949709864
4653,0.16383450567394509,0.1293980922737311,1.2661276746442798,-0.3327725362438302,0.3698689017837954,0.11032329988406087,3.692954042838468,0.44212636672734373,D100,10,20,0.008,0.02192134107027724,5.524177949709864
4653,0.15831032772423523,0.12956937808194335,1.221818998190416,-0.338125281645259,0.3694390715667311,0.10480209975682514,3.490989623022762,0.4421017630240294,D100,10,20,0.01,0.02192134107027724,5.524177949709864
4672,0.23235489235905904,0.11681356446656592,1.989108828414898,-0.1808909760645292,0.3891267123287671,0.18953479067239254,7.02595437012853,0.35625691125892534,D100,20,1,0.0,0.1014554794520548,25.56678082191781
4672,0.19400472112618228,0.11685162855984049,1.6602654453106849,-0.22975954386796738,0.385916095890411,0.15115702408121945,5.269847540417302,0.3564865005575144,D100,20,1,0.003,0.1014554794520548,25.56678082191781
4672,0.16843794030426446,0.11712248768738943,1.438134927204079,-0.26079854893038823,0.3809931506849315,0.12557184635377075,4.202815348507297,0.35663956008990705,D100,20,1,0.005,0.1014554794520548,25.56678082191781
4672,0.13008776907138778,0.11789361705948127,1.103433521814452,-0.3060456482741918,0.3762842465753425,0.08719407976259767,2.746945007906951,0.3568691493884962,D100,20,1,0.008,0.1014554794520548,25.56678082191781
4672,0.10452098824946995,0.11864724191239515,0.8809390472527335,-0.33469617764339143,0.3737157534246575,0.06160890203514894,1.8654232214535882,0.35702220892088893,D100,20,1,0.01,0.1014554794520548,25.56678082191781
4668,0.17163868921779604,0.12287181472749456,1.3968922783345945,-0.2263483747082634,0.38131962296486716,0.12324428293631809,4.593749099541246,0.3961727534959743,D100,20,5,0.0,0.049271636675235646,12.416452442159382
4668,0.15301401055455696,0.12293493718193743,1.244674736589356,-0.24481165298968222,0.3796058269065981,0.10465252794172387,3.7894376029310135,0.39590322936158695,D100,20,5,0.003,0.049271636675235646,12.416452442159382
4668,0.1405975581123976,0.1230969566541424,1.1421692455600307,-0.2575643528949553,0.3783204798628963,0.09225802461199442,3.276545425695298,0.3957235466053287,D100,20,5,0.005,0.049271636675235646,12.416452442159382
4668,0.12197287944915851,0.12351894868710388,0.9874831412153463,-0.2763139428530853,0.3751071122536418,0.07366626961740014,2.5412812489643453,0.39545402247094125,D100,20,5,0.008,0.049271636675235646,12.416452442159382
4668,0.10955642700699912,0.12391863724580177,0.8840996757387339,-0.2885650980403064,0.37382176520994004,0.06127176628767064,2.0731851907910186,0.3952743397146829,D100,20,5,0.01,0.049271636675235646,12.416452442159382
4663,0.18774005346023848,0.12780882035426291,1.4689131230525174,-0.20569969000733312,0.3909500321681321,0.13563373774550183,5.1417270565107005,0.4271767857969066,D100,20,10,0.0,0.030452498391593395,7.674029594681535
4663,0.1762290090682162,0.1279261859273948,1.3775835478143306,-0.2218847072086314,0.39052112374008147,0.12407986817898793,4.617431106558263,0.42752787414655447,D100,20,10,0.003,0.030452498391593395,7.674029594681535
4663,0.16855497947353468,0.1280770218791076,1.316043869544643,-0.2342873777603971,0.3898777610980056,0.11637728846797867,4.276931749536948,0.42776193304631965,D100,20,10,0.005,0.030452498391593395,7.674029594681535
4663,0.15704393508151238,0.1284116525487946,1.222972619418926,-0.2525443453737428,0.38816212738580314,0.10482341890146475,3.7798812103831474,0.4281130213959674,D100,20,10,0.008,0.030452498391593395,7.674029594681535
4663,0.1493699054868308,0.1287065525087045,1.160546239296782,-0.2644880668805013,0.3870898563156766,0.09712083919045551,3.4576818368135838,0.42834708029573265,D100,20,10,0.01,0.030452498391593395,7.674029594681535
4653,0.1767860275977292,0.13159612409701785,1.3433984382959152,-0.2554150060759024,0.3913604126370084,0.12146835997000835,4.159914436302114,0.45705192105199166,D100,20,20,0.0,0.019342359767891684,4.8742746615087045
4653,0.16947461560546612,0.13157076588649882,1.288087170912006,-0.2598873156895981,0.3905007522028799,0.11416550782680149,3.873611307399437,0.4569811968941804,D100,20,20,0.003,0.019342359767891684,4.8742746615087045
4653,0.16460034094395742,0.13159927822952244,1.2507693291210749,-0.26285764212277896,0.3900709219858156,0.10929693973133026,3.6849798170418313,0.4569340474556393,D100,20,20,0.005,0.019342359767891684,4.8742746615087045
4653,0.15728892895169436,0.1317101144773749,1.1942053924697893,-0.26729635684104724,0.38878143133462284,0.10199408758812344,3.405538080965118,0.456863323297828,D100,20,20,0.008,0.019342359767891684,4.8742746615087045
4653,0.15241465429018566,0.13182929477631702,1.1561516319176033,-0.27796925012302387,0.38835160111755856,0.0971255194926522,3.2216583433461787,0.45681617385928697,D100,20,20,0.01,0.019342359767891684,4.8742746615087045
4672,0.29109831728249125,0.12619480577951914,2.3067377098791435,-0.24047910843851827,0.3756421232876712,0.2400760908975575,10.308491300754975,0.4244973753322553,D000,1,1,0.0,0.4336472602739726,109.2791095890411
4672,0.1271796528989296,0.12728521821211558,0.9991706396495307,-0.3098492114530962,0.3625856164383562,0.0760029638130355,3.053322982509213,0.42578248215314696,D000,1,1,0.003,0.4336472602739726,109.2791095890411
4672,0.017900543309888516,0.1286100749851184,0.13918461140746405,-0.4862962702575454,0.3493150684931507,-0.03337912090997908,-1.2819573611263642,0.4266392200337415,D000,1,1,0.005,0.4336472602739726,109.2791095890411
4672,-0.14601812107367312,0.13145808250243915,-1.110758032477492,-0.9591187127881962,0.3300513698630137,-0.1974522479945009,-7.089071839673549,0.4279243268546334,D000,1,1,0.008,0.4336472602739726,109.2791095890411
4672,-0.25529723066271426,0.13390209457995791,-1.9065962445439328,-0.9944118326039385,0.3178510273972603,-0.3068343327175155,-10.53744057253598,0.42878106473522803,D000,1,1,0.01,0.4336472602739726,109.2791095890411
4668,0.16018194778317305,0.12506173504923265,1.280823008893286,-0.42288169603503534,0.35025706940874035,0.10960182825983719,3.97287534457047,0.41406573121622986,D000,1,5,0.0,0.09490145672664953,23.91516709511568
4668,0.1243091971404995,0.1250509238693622,0.9940686025667627,-0.4548543503940745,0.3485432733504713,0.07375875037721635,2.6401899117988115,0.41382282010403393,D000,1,5,0.003,0.09490145672664953,23.91516709511568
4668,0.10039403004538383,0.12525995544289079,0.8014854363504548,-0.4752041804990498,0.34575835475578404,0.04986336512213579,1.768343402626828,0.41366087936256984,D000,1,5,0.005,0.09490145672664953,23.91516709511568
4668,0.06452127940271031,0.12589570716041235,0.5124978512611184,-0.504348950110249,0.3412596401028278,0.014020287239514973,0.4897147719013484,0.41341796825037397,D000,1,5,0.008,0.09490145672664953,23.91516709511568
4668,0.04060611230759462,0.1265318262846681,0.320916195552572,-0.5228967401160758,0.33868894601542415,-0.009875098015565624,-0.3411876739195256,0.41325602750890994,D000,1,5,0.01,0.09490145672664953,23.91516709511568
4663,0.13875179437567664,0.13157060154064093,1.0545805274958593,-0.3577710057860678,0.35556508685395666,0.08315199144721701,3.2233142595356528,0.4558170114338677,D000,1,10,0.0,0.0458932018014154,11.56508685395668
4663,0.12140416409474164,0.13157818955646547,0.922676961158842,-0.3748784463552254,0.35449281578383013,0.06572873463293126,2.5116700335044735,0.4564370111209422,D000,1,10,0.003,0.0458932018014154,11.56508685395668
4663,0.10983907724078495,0.13168805142794196,0.8340853710701879,-0.3860433138751326,0.3527771820716277,0.05411323009007407,2.047189373633314,0.4568503442456586,D000,1,10,0.005,0.0458932018014154,11.56508685395668
4663,0.09249144695984993,0.1320095257073921,0.7006422185385575,-0.4024380864364192,0.34998927728929874,0.036689973275788317,1.3664513472588338,0.4574703439327331,D000,1,10,0.008,0.0458932018014154,11.56508685395668
4663,0.08092636010589324,0.132327704104983,0.6115602220506283,-0.4131372725227658,0.3489170062191722,0.025074468732931125,0.9237833094580545,0.4578836770574495,D000,1,10,0.01,0.0458932018014154,11.56508685395668
4653,0.12348064485861647,0.14390170048705705,0.8580902410512007,-0.47450516473709947,0.3552546744036106,0.05636918442663287,1.7699094703358893,0.5544959364785607,D000,1,20,0.0,0.02278100150440576,5.740812379110252
4653,0.11486942628995109,0.14386301224873252,0.7984639310300772,-0.47924857798913323,0.3548248441865463,0.04775694042386454,1.4996133377484446,0.5545044089367603,D000,1,20,0.003,0.02278100150440576,5.740812379110252
4653,0.10912861391084083,0.1438859698241815,0.75843818576744,-0.4823909882347983,0.35353535353535354,0.042015444422018974,1.3191082947999642,0.5545100572422267,D000,1,20,0.005,0.02278100150440576,5.740812379110252
4653,0.10051739534217546,0.14399348415442934,0.6980690545300864,-0.4870749655973917,0.35224586288416077,0.03340320041925061,1.0481231870296905,0.5545185297004264,D000,1,20,0.008,0.02278100150440576,5.740812379110252
4653,0.0947765829630652,0.14411379421212397,0.6576510144723666,-0.4901779514114568,0.3516011175585644,0.027661704417405047,0.8674512746899214,0.5545241780058927,D000,1,20,0.01,0.02278100150440576,5.740812379110252
4672,0.29160623821382164,0.12383960458842859,2.354709054368775,-0.14761733617713546,0.3959760273972603,0.24269806999231486,10.803442663067607,0.4069087241647419,D000,3,1,0.0,0.2679794520547945,67.53082191780821
4672,0.1903100053371093,0.12448469644057909,1.5287823385419181,-0.18276289028100257,0.3880565068493151,0.14122059298186704,5.893049490351149,0.40841664854429816,D000,3,1,0.003,0.2679794520547945,67.53082191780821
4672,0.12277918341930108,0.12540672085055785,0.9790478738823903,-0.22926183030488068,0.3782106164383562,0.07356894164156846,2.93770291101452,0.40942193146400185,D000,3,1,0.005,0.2679794520547945,67.53082191780821
4672,0.02148295054258875,0.12750635910010452,0.1684853264904428,-0.4419335768881727,0.3660102739726027,-0.02790853536887925,-1.0428431982278226,0.4109298558435581,D000,3,1,0.008,0.2679794520547945,67.53082191780821
4672,-0.04604787137521948,0.12936576154330123,-0.35595099372414984,-0.8064481122249343,0.3585188356164384,-0.0955601867091778,-3.417108350104973,0.41193513876326204,D000,3,1,0.01,0.2679794520547945,67.53082191780821
4668,0.1451256476391363,0.12615775279566735,1.1503506080533195,-0.3723172167425389,0.36889460154241643,0.09393173027795675,3.777985654790117,0.4190904850709224,D000,3,5,0.0,0.09254498714652956,23.32133676092545
4668,0.11014364249774812,0.12613600696702978,0.8732133285822038,-0.4097169106944786,0.3671808054841474,0.058906804371375444,2.316289941666181,0.4194418487725414,D000,3,5,0.003,0.09254498714652956,23.32133676092545
4668,0.08682230573682265,0.1263311271702154,0.6872598043065068,-0.433432680615255,0.36418166238217653,0.035556853766987896,1.3760837919490163,0.4196760912402873,D000,3,5,0.005,0.09254498714652956,23.32133676092545
4668,0.05184030059543448,0.12693630034192308,0.40839618340690886,-0.4672728370436945,0.35989717223650386,0.0005319278604065928,0.020079721882273714,0.4200274549419063,D000,3,5,0.008,0.09254498714652956,23.32133676092545
4668,0.02851896383450903,0.1275457712973976,0.22359787819238286,-0.48872874941180666,0.3575407026563839,-0.022818022743980954,-0.846664074138683,0.4202616974096521,D000,3,5,0.01,0.09254498714652956,23.32133676092545
4663,0.13646450604212557,0.1339146938028388,1.0190405710297992,-0.36133731323703266,0.37722496247051257,0.07897341077966213,2.84211648053605,0.4713221602658275,D000,3,10,0.0,0.04267638859103581,10.754449924941024
4663,0.120332831154714,0.13393661418728622,0.8984311861613153,-0.3802661698423505,0.37658159982843664,0.06278278316895206,2.235329096843602,0.4718054651110694,D000,3,10,0.003,0.04267638859103581,10.754449924941024
4663,0.109578381229773,0.13404728692560242,0.8174606420090405,-0.3925879860937017,0.3752948745442848,0.05198903142847871,1.8370283290453264,0.47212766834123066,D000,3,10,0.005,0.04267638859103581,10.754449924941024
